阿Q	ĀQ
泡汤	pàotāng
泡桐	pàotóng
泡桐树	pàotóngshù
泡漩	pàoxuán
泡影	pàoyǐng
泡澡	pàozǎo
胚胎	pēitāi
陪伴	péibàn
陪衬	péichèn
陪都	péidōu
陪读	péidú
陪审	péishěn
陪送	péisòng
陪同	péitóng
培训	péixùn
培训班	péixùnbān
培训中心	péixùnzhōngxīn
培养	péiyǎng
培育	péiyù
培植	péizhí
赔本	péiběn
赔偿	péicháng
赔还	péihái
赔款	péikuǎn
赔礼道歉	péilǐdàoqiàn
赔了夫人又折兵	péilefūrényòuzhébīng
赔率	péilǜ
赔钱	péiqián
佩服	pèifú
佩格勒姆	pèigélèmǔ
佩内洛普	pèinèiluòpǔ
佩什科比	pèishénkēbǐ
配备	pèibèi
配称	pèichēng
配搭	pèidā
配电	pèidiàn
配对	pèiduì
配额	pèié
配发	pèifā
配方	pèifāng
配给	pèijǐ
配给品	pèijǐpǐn
配给制	pèijǐzhì
配合力	pèihélì
配件	pèijiàn
配角	pèijué
配乐	pèiyuè
配料	pèiliào
配偶	pèiǒu
配曲	pèiqǔ
配色	pèisè
配套	pèitào
配套成龙	pèitàochénglóng
配戏	pèixì
配系	pèixì
配药	pèiyào
配音	pèiyīn
配载	pèizǎi
配制	pèizhì
配置	pèizhì
配种	pèizhǒng
配种站	pèizhǒngzhàn
配重	pèizhòng
配属	pèishǔ
喷薄	pēnbáo
喷薄欲出	pēnbóyùchū
喷出	pēnchū
喷灯	pēndēng
喷镀	pēndù
喷发	pēnfā
喷饭	pēnfàn
喷放	pēnfàng
喷粉	pēnfěn
喷粉器	pēnfěnqì
喷管	pēnguǎn
喷灌	pēnguàn
喷壶	pēnhú
喷火器	pēnhuǒqì
喷溅	pēnjiàn
喷浆	pēnjiāng
喷流	pēnliú
喷墨	pēnmò
喷墨打印机	pēnmòdǎyìnjī
喷漆	pēnqī
喷气	pēnqì
喷气发动机	pēnqìfādòngjī
喷气式	pēnqìshì
喷气式飞机	pēnqìshìfēijī
喷枪	pēnqiāng
喷泉	pēnquán
喷洒	pēnsǎ
喷射	pēnshè
喷射泵	pēnshèbèng
喷射器	pēnshèqì
喷水池	pēnshuǐchí
喷水孔	pēnshuǐkǒng
喷嚏	pēntì
喷头	pēntóu
喷涂	pēntú
喷吐	pēntǔ
喷雾	pēnwù
喷雾器	pēnwùqì
喷香	pènxiāng
喷泻	pēnxiè
喷涌	pēnyǒng
喷油器	pēnyóuqì
喷云吐雾	pēnyúntǔwù
喷子	pēnzi
喷嘴	pēnzuǐ
盆地	péndì
盆汤	péntāng
怦然心动	pēngránxīndòng
抨弹	pēngtán
抨击	pēngjī
烹调	pēngtiáo
烹调法	pēngtiáofǎ
烹饪	pēngrèn
朋比为奸	péngbǐwéijiān
彭城王	péngchéngwáng
棚车	péngchē
棚户区	pénghùqū
棚圈	péngjuàn
棚舍	péngshě
硼钢	pénggāng
硼镁石	péngměishí
蓬勃	péngbó
蓬勃发展	péngbófāzhǎn
蓬车	péngchē
蓬户瓮牖	pénghùwèngyǒu
蓬莱	pénglái
蓬蓬勃勃	péngpéngbóbó
蓬散	péngsàn
蓬首垢面	péngshǒugòumiàn
蓬松	péngsōng
蓬头垢面	péngtóugòumiàn
鹏程万里	péngchéngwànlǐ
澎湃	péngpài
篷车	péngchē
膨大	péngdà
膨涨	péngzhǎng
膨胀	péngzhàng
膨胀系数	péngzhàngxìshù
捧场	pěngchǎng
捧臭脚	pěngchòujiǎo
捧读	pěngdú
捧腹大笑	pěngfùdàxiào
碰壁	pèngbì
碰钉子	pèngdīngzi
碰见	pèngjiàn
碰碰车	pèngpèngchē
碰巧	pèngqiǎo
碰头会	pèngtóuhuì
碰撞	pèngzhuàng
批驳	pībó
批处理	pīchúlǐ
批斗	pīdòu
批斗会	pīdòuhuì
批发	pīfā
批发部	pīfābù
批发价	pīfājià
批发价格	pīfājiàgé
批发商	pīfāshāng
批发业	pīfāyè
批复	pīfù
批改	pīgǎi
批号	pīhào
批假	pījiǎ
批量	pīliàng
批量生产	pīliàngshēngchǎn
批判	pīpàn
批评	pīpíng
批评家	pīpíngjiā
批评与自我批评	pīpíngyǔzìwǒpīpíng
批示	pīshì
批文	pīwén
批语	pīyǔ
批阅	pīyuè
批转	pīzhuǎn
批准	pīzhǔn
披发左衽	pīfāzuǒrèn
披肝沥胆	pīgānlìdǎn
披红	pīhóng
披红戴花	pīhóngdàihuā
披红挂绿	pīhóngguàlǜ
披坚执锐	pījiānzhíruì
披荆斩棘	pījīngzhǎnjí
披卷	pījuǎn
披露	pīlù
披散	pīsǎn
披沙拣金	pīshājiǎnjīn
披头散发	pītóusànfà
披星戴月	pīxīngdàiyuè
劈波斩浪	pībōzhǎnlàng
劈叉	pǐchà
劈柴	pǐchái
劈成	pīchéng
劈刺	pīcì
劈刀	pīdāo
劈风斩浪	pīfēngzhǎnlàng
劈开	pīkāi
劈里啪啦	pīlǐpālā
劈脸	pīliǎn
劈面	pīmiàn
劈啪	pīpā
劈杀	pīshā
劈山	pīshān
劈手	pīshǒu
劈天盖地	pītiāngàidì
劈头	pītóu
劈头盖脸	pītóugàiliǎn
劈胸	pīxiōng
霹雳	pīlì
皮包骨	píbāogǔ
皮大衣	pídàyī
皮肤	pífū
皮革	pígé
皮格勒姆	pígélèmǔ
皮划艇	píhuátǐng
皮夹	píjiā
皮夹儿	píjiāér
皮夹克	píjiākè
皮夹子	píjiāzi
皮开肉绽	píkāiròuzhàn
皮里抽肉	pílǐchōuròu
皮里阳秋	pílǐyángqiū
皮毛	pímáo
皮棉	pímián
皮钦勒姆	píqīnlèmǔ
皮特克恩岛	pítèkèēndǎo
皮特什蒂	pítèshéndì
皮乌拉省	píwùlāshěng
皮鞋	píxié
皮衣	píyī
皮影戏	píyǐngxì
皮重	pízhòng
毗连	pílián
毗连区	píliánqū
毗邻	pílín
疲惫	píbèi
疲惫不堪	píbèibùkān
疲顿	pídùn
疲乏	pífá
疲倦	píjuàn
疲劳	píláo
疲劳强度	píláoqiángdù
疲累	pílèi
疲软	píruǎn
疲于奔命	píyúbēnmìng
蚍蜉撼大树	pífúhàndàshù
蚍蜉撼树	pífúhànshù
啤酒	píjiǔ
琵琶骨	pípágǔ
脾脏	pízāng
脾肿大	pízhǒngdà
匹夫	pǐfū
匹夫有责	pǐfūyǒuzé
匹夫之勇	pǐfūzhīyǒng
匹马单枪	pǐmǎdānqiāng
匹配	pǐpèi
匹兹堡	pǐzībǎo
匹兹堡市	pǐzībǎoshì
癖好	pǐhǎo
屁滚尿流	pìgǔnniàoliú
媲美	pìměi
僻静	pìjìng
僻巷	pìxiàng
譬如	pìrú
譬如说	pìrúshuō
片段	piànduàn
片断	piànduàn
片甲不回	piànjiǎbùhuí
片假名	piànjiǎmíng
片刻	piànkè
片面	piànmiàn
片面性	piànmiànxìng
片石	piànshí
片瓦无存	piànwǎwúcún
片言只语	piànyánzhǐyǔ
片言只字	piànyánzhǐzì
片约	piànyuē
片纸只字	piànzhǐyánzì
偏爱	piānài
偏差	piānchā
偏好	piānhǎo
偏激	piānjī
偏见	piānjiàn
偏将	piānjiāng
偏角	piānjiǎo
偏离	piānlí
偏僻	piānpì
偏偏	piānpiān
偏食	piānshí
偏袒	piāntǎn
偏听偏信	piāntīngpiāngxìn
偏向	piānxiàng
偏向虎山行	piānxiànghǔshānxíng
偏信则暗	piānxìnzéàn
偏压	piānyā
偏远	piānyuǎn
偏重	piānzhòng
偏转	piānzhuǎn
偏转线圈	piānzhuǎnxiànquān
篇目	piānmù
篇什	piānshí
篇章	piānzhāng
翩翩起舞	piānpiānqǐwǔ
翩翩少年	piānpiānshàonián
胼手胝足	piánshǒzhīzú
骗局	piànjú
骗取	piànqǔ
骗人	piànrén
骗术	piànshù
剽窃	piāoqiè
漂白	piǎobái
漂白粉	piǎobáifěn
漂白剂	piǎobáijì
漂泊	piāobó
漂浮	piāofú
漂浮物	piāofúwù
漂亮话	piàoliɑnghuà
漂亮仗	piàoliɑngzhàng
漂流	piāoliú
漂漂亮亮	piāopiàoliɑngliàng
漂染	piáorǎn
漂石	piāoshí
漂洗	piǎoxǐ
漂洋	piāoyáng
漂洋过海	piāoyángguòhǎi
漂移	piāoyí
漂游	piāoyóu
缥缈	piāomiǎo
飘泊	piāobó
飘带	piāodài
飘荡	piāodàng
飘动	piāodòng
飘浮	piāofú
飘零	piāolíng
飘流	piāoliú
飘落	piāoluò
飘然	piāorán
飘散	piāosàn
飘舞	piāowǔ
飘扬	piāoyáng
飘摇	piāoyáo
飘逸	piāoyì
瓢泼	piáopō
瓢泼大雨	piáopōdàyǔ
票额	piàoé
票房	piàofáng
票房价值	piàofángjiàzhí
票号	piàohào
票价	piàojià
票据	piàojù
票据法	piàojùfǎ
票面	piàomiàn
票券	piàoquàn
票证	piàozhèng
票子	piàozǐ
嫖宿	piáosù
撇开	piēkāi
撇缆枪	piělǎnqiāng
撇弃	piēqì
撇下	piěxià
撇嘴	piézuǐ
瞥见	piējiàn
姘夫	pīnfū
拼搏	pīnbó
拼凑	pīncòu
拼读	pīndú
拼合	pīnhé
拼命	pīnmìng
拼抢	pīnqiǎng
拼音	pīnyīn
贫病交加	pínbìngjiāojiā
贫病交迫	pínbìngjiāopò
贫乏	pínfá
贫富	pínfù
贫寒	pínhán
贫瘠	pínjí
贫苦	pínkǔ
贫困	pínkùn
贫困户	pínkùnhù
贫困率	pínkùnlǜ
贫困线	pínkùnxiàn
贫民	pínmín
贫民区	pínmínqū
贫农	pínnóng
贫穷	pínqióng
贫无立锥之地	pínwúlìzhuīzhīdì
贫血	pínxuè
贫血症	pínxuèzhèng
贫嘴薄舌	pínzuǐbóshé
频传	pínchuán
频道	píndào
频度	píndù
频繁	pínfán
频率	pínlǜ
频率计	pínlǜjì
频率响应	pínlǜxiǎngyìng
频数	pínshuò
品尝	pǐncháng
品德	pǐndé
品格	pǐngé
品红	pǐnhóng
品绿	pǐnlǜ
品名	pǐnmíng
品评	pǐnpíng
品头论足	pǐntóulùnzú
品位	pǐnwèi
品味	pǐnwèi
品系	pǐnxì
品行	pǐnxíng
品学	pǐnxué
品学兼优	pǐnxuéjiānyōu
品质	pǐnzhì
品质因数	pǐnzhìyīnshù
品种	pǐnzhǒng
牝鸡司晨	pìnjīsīchén
聘期	pìnqī
聘请	pìnqǐng
聘任	pìnrèn
聘任制	pìnrènzhì
聘书	pìnshū
聘用	pìnyòng
聘用制	pìnyòngzhì
聘约	pìnyuē
乒乓	pīngpāng
乒乓球	pīngpāngqiú
乒坛	pīngtán
平白无故	píngbáiwúgù
平板	píngbǎn
平板车	píngbǎnchē
平版印刷	píngbǎnyìnshuā
平步登天	píngbùdēngtiān
平步青云	píngbùqīngyún
平常	píngcháng
平车	píngchē
平淡	píngdàn
平淡无奇	píngdànwúqí
平等	píngděng
平等互利	píngděnghùlì
平底	píngdǐ
平底锅	píngdǐguō
平底鞋	píngdǐxié
平地	píngdì
平地风波	píngdìfēngbō
平地楼台	píngdìlóutái
平地一声雷	píngdìyīshēngléi
平调	píngdiào
平顶山	píngdǐngshān
平度	píngdù
平凡	píngfán
平反	píngfǎn
平方	píngfāng
平方差	píngfāngchà
平方公里	píngfānggōnglǐ
平方和	píngfānghé
平方米	píngfāngmǐ
平房	píngfáng
平分	píngfēn
平分秋色	píngfēnqiūsè
平服	píngfú
平和	pínghé
平衡	pínghéng
平滑	pínghuá
平缓	pínghuǎn
平价	píngjià
平假名	píngjiǎmíng
平角	píngjiǎo
平结	píngjié
平静	píngjìng
平局	píngjú
平均	píngjūn
平均工资	píngjūngōngzī
平均功率	píngjūngōnglǜ
平均价	píngjūnjià
平均气温	píngjūnqìwēn
平均寿命	píngjūnshòumìng
平均数	píngjūnshù
平均速度	píngjūnsùdù
平均主义	píngjūnzhǔyì
平空	píngkōng
平乐县	pínglèxiàn
平凉	píngliáng
平鲁区	pínglǔqū
平面	píngmiàn
平面角	píngmiànjiǎo
平民	píngmín
平平安安	píngpíngānān
平平淡淡	píngpíngdàndàn
平平的	píngpíngde
平平静静	píngpíngjìngjìng
平平稳稳	píngpíngwěnwěn
平铺	píngpū
平铺直叙	píngpūzhíxù
平起平坐	píngqǐpíngzuò
平日	píngrì
平射炮	píngshèpào
平生	píngshēng
平时	píngshí
平台	píngtái
平坦	píngtǎn
平添	píngtiān
平头正脸	píngtóuzhèngliǎn
平尾	píngwěi
平纹	píngwén
平稳	píngwěn
平息	píngxī
平巷	píngxiàng
平心而论	píngxīnérlùn
平心静气	píngxīnjìngqì
平行	píngxíng
平行四边形	píngxíngsìbiānxíng
平行线	píngxíngxiàn
平行作业	píngxíngzuòyè
平易近人	píngyìjìnrén
平庸	píngyōng
平原区	píngyuánqū
平整	píngzhěng
平整土地	píngzhěngtǔdì
平作	píngzuò
评比	píngbǐ
评测	píngcè
评出	píngchū
评传	píngzhuàn
评弹	píngtán
评定	píngdìng
评分	píngfēn
评功摆好	pínggōngbǎihǎo
评功论赏	pínggōnglùnshǎng
评估	pínggū
评核	pínghé
评级	píngjí
评价	píngjià
评奖	píngjiǎng
评介	píngjiè
评卷	píngjuǎn
评论	pínglùn
评论家	pínglùnjiā
评论界	pínglùnjiè
评论员	pínglùnyuán
评聘	píngpìn
评审	píngshěn
评述	píngshù
评说	píngshuō
评头论足	píngtóulùnzú
评头品足	píngtóupǐnzú
评为	píngwéi
评委	píngwěi
评委会	píngwěihuì
评戏	píngxì
评选	píngxuǎn
评议	píngyì
评优	píngyōu
评语	píngyǔ
凭单	píngdān
凭借	píngjiè
凭据	píngjù
凭空	píngkōng
凭空捏造	píngkòngniēzào
凭票供应	píngpiàogōngyìng
凭照	píngzhào
凭证	píngzhèng
凭着	píngzhe
苹果	píngguǒ
苹果绿	píngguǒlǜ
屏蔽	píngbì
屏幕	píngmù
屏障	píngzhàng
瓶盖	pínggài
瓶塞	píngsāi
瓶装	píngzhuāng
瓶子	píngzǐ
萍水相逢	píngshuǐxiāngféng
坡地	pōdì
坡度	pōdù
坡降	pōjiàng
泼辣	pōlà
泼冷水	pōlěngshuǐ
泼墨	pōmò
泼油救火	pōyóujiùhuǒ
颇为	pōwéi
颇有	pōyǒu
婆罗门教	póluóménjiāo
婆婆	pópó
婆婆妈妈	pópómāmā
婆娑起舞	pósuōqǐwǔ
婆媳	póxí
迫不得已	pòbùdéyǐ
迫不及待	pòbùjídài
迫不急待	pòbùjídài
迫害	pòhài
迫击炮	pǎijīpào
迫降	pòjiàng
迫近	pòjìn
迫临	pòlín
迫令	pòlìng
迫切	pòqiè
迫切性	pòqièxìng
迫切要求	pòqièyàoqiú
迫使	pòshǐ
迫于	pòyú
迫在眉睫	pòzàiméijié
破案	pòàn
破案率	pòànlǜ
破壁飞去	pòbìfēiqù
破产	pòchǎn
破除	pòchú
破除迷信	pòchúmíxìn
破处	pòchù
破费	pòfèi
破釜沉舟	pòfǔchénzhōu
破格	pògé
破鼓乱人捶	pògǔluànrénchuí
破罐破摔	pòguànpòshuāi
破坏	pòhuài
破坏性	pòhuàixìng
破获	pòhuò
破纪录	pòjìlù
破解	pòjiě
破戒	pòjiè
破镜重圆	pòjìngchóngyuán
破旧	pòjiù
破旧立新	pòjiùlìxīn
破口大骂	pòkǒudàmà
破烂	pòlàn
破例	pòlì
破裂	pòliè
破裂音	pòlièyīn
破落	pòluò
破落户	pòluòhù
破门	pòmén
破门而出	pòménérrù
破灭	pòmiè
破破烂烂	pòpòlànlàn
破碎	pòsuì
破损	pòsǔn
破题儿第一遭	pòtíérdìyīzāo
破涕为笑	pòtìwéixiào
破天荒	pòtiānhuāng
破土	pòtǔ
破土动工	pòtǔdònggōng
破瓦寒窑	pòwǎhányáo
破晓	pòxiǎo
破衣烂衫	pòyīlànshān
破约	pòyuē
破绽	pòzhàn
破绽百出	pòzhànbǎichū
破折号	pòzhéhào
破竹之势	pòzhúzhīshì
魄力	pòlì
魄散魂飞	pòsànhúnfēi
剖腹藏珠	pōufùcángzhū
剖腹术	pōufùshù
剖解	pōujiě
剖面	pōumiàn
剖析	pōuxī
仆从	púcóng
仆妇	púfù
仆仆	púpú
仆仆风尘	púpúfēngchén
仆人	púrén
仆役	púyì
扑鼻	pūbí
扑倒	pūdǎo
扑火	pūhuǒ
扑克	pūke
扑克牌	pūkepái
扑空	pūkōng
扑面	pūmiàn
扑灭	pūmiè
扑朔迷离	pūshuòmílí
扑通	pūtōng
铺板	pùbǎn
铺陈	pūchén
铺衬	pūchèn
铺床	pūchuáng
铺底	pùdǐ
铺垫	pūdiàn
铺盖卷	pūgɑijuǎn
铺轨	pūguǐ
铺户	pùhù
铺开	pūkāi
铺路	pūlù
铺路石	pūlùshí
铺面	pùmiàn
铺面房	pùmiànfáng
铺排	pūpái
铺平	pūpíng
铺铺	pūpū
铺砌	pūqì
铺设	pūshè
铺摊	pūtān
铺天盖地	pūtiāngàidì
铺位	pùwèi
铺叙	pūxù
铺展	pūzhǎn
铺张	pūzhāng
铺张浪费	pūzhānglàngfèi
铺张扬厉	pūzhāngyánglì
铺装	pūzhuāng
铺子	pùzi
菩萨	púsà
菩提	pútí
菩提树	pútíshù
葡萄	pútáo
葡萄干	pútɑogān
葡萄球菌	pútɑoqiújūn
蒲扇	púshàn
璞玉浑金	púyùhúnjīn
朴厚	pǔhòu
朴朴素素	pǔpǔsùsù
朴实	pǔshí
朴实无华	pǔshíwúhuá
朴素	pǔsù
朴学	pǔxué
朴直	pǔzhí
朴质	pǔzhì
朴拙	pǔzhuō
浦东区	pǔdōngqū
普埃布拉	pǔāibùlā
普遍	pǔbiàn
普遍性	pǔbiànxìng
普查	pǔchá
普调	pǔtiáo
普度	pǔdù
普法	pǔfǎ
普及	pǔjí
普及率	pǔjílǜ
普及型	pǔjíxíng
普降	pǔjiàng
普教	pǔjiāo
普卡拉姆	pǔkǎlāmǔ
普拉卡区	pǔlākǎqū
普雷斯蒂奇	pǔléisīdìqí
普雷斯顿	pǔléisīdùn
普里什蒂那	pǔlǐshéndìnà
普丽西拉	pǔlìxīlā
普列茨克	pǔliècíkè
普林斯顿	pǔlínsīdùn
普鲁卡因	pǔlǔkǎyīn
普罗什蒂	pǔluóshéndì
普洛耶什蒂	pǔluòyēshéndì
普普通通	pǔpǔtōngtōng
普斯科夫	pǔsīkēfū
普天同庆	pǔtiāntóngqìng
普通	pǔtōng
普通法	pǔtōngfǎ
普通工	pǔtōnggōng
普通股	pǔtōnggǔ
普通话	pǔtōnghuà
普通教育	pǔtōngjiàoyù
普通劳动者	pǔtōngláodòngzhě
普通人	pǔtōngrén
普通心理学	pǔtōngxīnlǐxué
普通型	pǔtōngxíng
普陀区	pǔtuóqū
普沃茨克	pǔwòcíkè
谱号	pǔhào
谱曲	púqǔ
谱系	pǔxì
谱写	pǔxiě
瀑布	pùbù
曝光	bàoguāng
曝露	pùlù
七伯	qībó
七步之才	qībùzhīcái
七分之一	qīfēnzhīyī
七高八低	qīgāobādī
七零八落	qīlíngbāluò
七扭八歪	qīniǔbāwāi
七拼八凑	qīpīnbācòu
七窍生烟	qīqiàoshēngyān
七擒七纵	qīqínqīzòng
七情六欲	qīqíngliùyù
七色板	qīsèbǎn
七上八下	qīshàngbāxià
七十二行	qīshíèrháng
七十年代	qīshíniándài
七手八脚	qīshǒubājiǎo
七五	qīwǔ
七一	qīyī
七月	qīyuè
七月份	qīyuèfèn
七折八扣	qīzhébākòu
七嘴八舌	qīzuǐbāshé
妻弟	qīdì
妻儿老小	qīérlǎoxiǎo
妻管严	qīguǎnyán
妻姐	qījiě
妻舅	qījiù
妻离子散	qīlízǐsàn
妻妹	qīmèi
妻孥	qīnú
妻女	qīnǚ
妻妾	qīqiè
妻室	qīshì
妻小	qīxiǎo
凄惨	qīcǎn
凄风苦雨	qīfēngkǔyǔ
凄风冷雨	qīfēnglěngyǔ
凄凉	qīliáng
凄切	qīqiē
栖身	qīshēn
栖息	qīxī
期待	qīdài
期房	qīfáng
期汇	qīhuì
期货	qīhuò
期货市场	qīhuòshìchǎng
期间	qījiān
期刊	qīkān
期考	qīkǎo
期满	qīmǎn
期末	qīmò
期盼	qīpàn
期票	qīpiào
期期	qīqī
期期艾艾	qīqīàiài
期求	qīqiú
期权	qīquán
期望	qīwàng
期望值	qīwàngzhí
期限	qīxiàn
期许	qīxǔ
期颐	qīyí
期于	qīyú
期月	jīyuè
期中考试	qīzhōngkǎoshì
期终	qīzhōng
期终考试	qīzhōngkǎoshì
欺哄	qīhǒng
欺凌	qīlíng
欺瞒	qīmán
欺蒙	qīméng
欺骗	qīpiàn
欺骗性	qīpiànxìng
欺人	qīrén
欺人太甚	qīréntàishèn
欺人之谈	qīrénzhītán
欺软怕硬	qīruǎnpàyìng
欺善怕恶	qīshànpàè
欺上瞒下	qīshàngmánxià
欺世盗名	qīshìdàomíng
欺侮	qīwǔ
欺行霸市	qīhángbàshì
欺压	qīyā
欺诈	qīzhà
漆黑	qīhēi
漆黑一团	qīhēiyītuán
蹊跷	qīqiāo
祁红	qíhóng
齐白石	qíbáishí
齐备	qíbèi
齐东野语	qídōngyěyǔ
齐集	qíjí
齐齐哈尔	qíqíhāěr
齐齐哈尔市	qíqíhāěrshì
齐全	qíquán
齐刷刷	qíshuāshuā
齐头并进	qítóubìngjìn
齐心	qíxīn
齐心合力	qíxīnhélì
齐心协力	qíxīnxiélì
齐整	qízhěng
齐抓共管	qízhuāgòngguǎn
岐路亡羊	qílùwángyáng
其次	qícì
其二	qíèr
其后	qíhòu
其间	qíjiān
其乐无穷	qílèwúqióng
其貌不扬	qímàobùyáng
其内	qínèi
其实	qíshí
其实不然	qíshíbùrán
其实难副	qíshínánfù
其他	qítā
其它	qítā
其味无穷	qíwèiwúqióng
其一	qíyī
其余	qíyú
其中	qízhōng
其中之一	qízhōngzhīyī
奇兵	qíbīng
奇才	qícái
奇耻大辱	qíchǐdàrǔ
奇点	qídiǎn
奇尔潘辛戈	qíěrpānxīngē
奇尔奇克	qíěrqíkè
奇风异俗	qífēngyìsú
奇峰	qífēng
奇峰怪石	qífēngguàishí
奇功	qígōng
奇功伟业	qígōngwěiyè
奇怪	qíguài
奇观	qíguān
奇光异彩	qíguāngyìcǎi
奇花异草	qíhuāyìcǎo
奇花异卉	qíhuāyìhuì
奇幻	qíhuàn
奇货可居	qíhuòkějū
奇迹	qíjì
奇迹般	qíjìbān
奇计	qíjì
奇景	qíjǐng
奇绝	qíjué
奇崛	qíjué
奇里诺奇	qílǐnuòqí
奇丽	qílì
奇零	jīlíng
奇妙	qímiào
奇谋	qímóu
奇偶	jīǒu
奇葩	qípā
奇庞福艾	qípángfúài
奇奇怪怪	qíqíguàiguài
奇巧	qíqiǎo
奇趣	qíqù
奇缺	qíquē
奇人	qírén
奇事	qíshì
奇数	jīshù
奇松岛	qísōngdǎo
奇谈	qítán
奇谈怪论	qítánguàilùn
奇特	qítè
奇蹄目	jītímù
奇伟	qíwěi
奇文	qíwén
奇文共赏	qíwéngòngshǎng
奇闻	qíwén
奇袭	qíxí
奇想	qíxiǎng
奇效	qíxiào
奇形怪状	qíxíngguàizhuàng
奇秀	qíxiù
奇勋	qíxūn
奇异	qíyì
奇遇	qíyù
奇珍异宝	qízhēnyìbǎo
奇志	qízhì
奇装异服	qízhuāngyìfú
歧路	qílù
歧路亡羊	qílùwángyáng
歧视	qíshì
歧途	qítú
歧义	qíyì
祈祷	qídǎo
祈求	qíqiú
祈使句	qíshǐjù
祈望	qíwàng
耆宿	qísù
颀长	qícháng
崎岖	qíqū
骑兵	qíbīng
骑车	qíchē
骑缝	qíféng
骑虎难下	qíhǔnánxià
骑马	qímǎ
骑墙	qíqiáng
骑术	qíshù
棋逢对手	qíféngduìshǒu
棋高一着	qígāoyīzhāo
棋类	qílèi
棋手	qíshǒu
棋坛	qítán
棋王	qíwáng
棋艺	qíyì
棋子	qízǐ
旗杆	qígān
旗鼓相当	qígǔxiāngdāng
旗号	qíhào
旗开得胜	qíkāidéshèng
旗语	qíyǔ
旗帜	qízhì
旗帜鲜明	qízhìxiānmíng
蕲蛇	qíshé
乞哀告怜	qǐāigàolián
乞降	qǐxiáng
乞求	qǐqiú
乞食	qǐshí
乞讨	qǐtǎo
企划	qǐhuá
企盼	qǐpàn
企求	qǐqiú
企事业	qǐshìyè
企事业单位	qǐshìyèdānwèi
企图	qǐtú
企望	qǐwàng
企业	qǐyè
企业单位	qǐyèdānwèi
企业管理	qǐyèguǎnlǐ
企业化	qǐyèhuà
企业集团	qǐyèjítuán
企业家	qǐyèjiā
企业界	qǐyèjiè
企足而待	qǐzúérdài
岂非	qǐfēi
岂敢	qǐgǎn
岂能	qǐnéng
岂有	qǐyǒu
岂有此理	qǐyǒucǐlǐ
岂知	qǐzhī
岂止	qǐzhǐ
启程	qǐchéng
启齿	qǐchǐ
启迪	qǐdí
启动	qǐdòng
启发	qǐfā
启发式	qǐfāshì
启发性	qǐfāxìng
启封	qǐfēng
启航	qǐháng
启蒙	qǐméng
启蒙运动	qǐméngyùndòng
启示	qǐshì
启事	qǐshì
启用	qǐyòng
杞人忧天	qǐrényōutiān
起爆	qǐbào
起步	qǐbù
起草	qǐcǎo
起承转合	qǐchéngzhuǎnhé
起程	qǐchéng
起初	qǐchū
起床	qǐchuáng
起床号	qǐchuánghào
起点	qǐdiǎn
起动	qǐdòng
起动转矩	qǐdòngzhuǎnjǔ
起飞	qǐfēi
起伏	qǐfú
起更	qǐgèng
起航	qǐháng
起哄	qǐhòng
起家	qǐjiā
起价	qǐjià
起见	qǐjiàn
起降	qǐjiàng
起解	qǐjiè
起劲	qǐjìn
起劲儿	qǐjìnér
起居	qǐjū
起居室	qǐjūshì
起开	qǐkāi
起来	qǐlái
起落	qǐluò
起落架	qǐlàojià
起码	qǐmǎ
起跑	qǐpǎo
起跑器	qípǎoqì
起跑线	qípǎoxiàn
起泡	qǐpào
起色	qǐsè
起身	qǐshēn
起始	qǐshǐ
起事	qǐshì
起死回生	qǐsǐhuíshēng
起诉	qǐsù
起头	qǐtóu
起先	qǐxiān
起兴	qǐxìng
起行	qǐxíng
起义	qǐyì
起因	qǐyīn
起用	qǐyòng
起源	qǐyuán
起早	qǐzǎo
起早摸黑	qǐzǎomōhēi
起早贪黑	qǐzǎotānhēi
起重	qǐzhòng
起重船	qǐzhòngchuán
起重机	qǐzhòngjī
起作用	qǐzuòyòng
起坐间	qǐzuòjiān
